"","TP08A","TP08B","TP08C","TP08D","TP08E","TP08F","TP08G","TP08H","TP08J","TP08M","grp"
"8358",4,4,4,5,4,4,4,5,4,6,1
"8359",10,10,10,8.89,10,8.89,8.89,8.89,7.78,8.89,3
"8360",5,4,5,5,6,4,5,4,4,6,1
"8361",1.11,3.33,5.56,3.33,10,7.78,10,10,7.78,7.78,1
"8362",6,5,6,6,5,6,6,6,6,6,1
"8363",4.44,7.78,6.67,0,10,2.22,10,6.67,7.78,0,1
"8364",8.89,8.89,8.89,6.67,10,10,7.78,7.78,8.89,10,3
"8365",10,10,10,10,10,10,10,10,10,10,3
"8366",9,7,8,8,9,8,9,9,8,9,3
"8367",6.67,6.67,10,4.44,6.67,7.78,7.78,7.78,4.44,6.67,1
"8368",4.44,10,10,10,10,10,10,10,4.44,10,3
"8369",10,7,9,7,8,8,7,9,7,7,3
"8370",7.78,10,10,4.44,10,7.78,5.56,7.78,5.56,10,3
"8371",10,10,10,10,10,10,10,10,10,10,3
"8372",7,9,10,7,9,10,9,7,9,10,3
"8373",7.78,10,7.78,4.44,7.78,7.78,10,10,5.56,7.78,3
"8374",4,4,6,5,6,5,5,5,4,5,1
"8375",10,10,10,6.67,7.78,6.67,10,4.44,7.78,10,3
"8376",10,10,0,0,10,10,10,10,0,0,1
"8377",7.78,8.89,8.89,4.44,8.89,4.44,6.67,6.67,4.44,0,1
"8378",4.44,10,6.67,4.44,10,10,10,10,10,10,3
"8379",3.33,1.11,1.11,0,5.56,5.56,4.44,3.33,0,3.33,2
"8380",2,0,1,1,2,2,2,2,2,0,2
"8381",4.44,4.44,7.78,4.44,10,7.78,7.78,10,7.78,7.78,3
"8382",2,3,2,0,1,2,0,3,1,1,2
"8383",8.89,10,8.89,6.67,10,7.78,8.89,8.89,8.89,7.78,3
"8384",8.89,7.78,6.67,8.89,10,8.89,8.89,10,8.89,10,3
"8385",8,10,10,7,7,10,9,7,7,8,3
"8386",1,0,1,3,2,1,0,2,0,0,2
"8387",4.44,10,10,10,10,10,4.44,10,10,4.44,3
"8388",7.78,7.78,10,5.56,8.89,7.78,10,10,10,10,3
"8389",7.78,7.78,4.44,8.89,10,7.78,8.89,8.89,7.78,8.89,3
"8390",4.44,3.33,4.44,6.67,10,10,7.78,7.78,5.56,10,1
"8391",5,4,5,6,4,4,4,5,4,6,1
"8392",6,5,4,4,4,4,5,4,6,6,1
"8393",10,10,10,10,10,10,10,10,10,10,3
"8394",9,10,7,9,10,7,10,7,9,8,3
"8395",10,8,7,7,9,7,10,9,10,9,3
"8396",10,10,8.89,7.78,10,8.89,10,10,8.89,10,3
"8397",7.78,10,7.78,7.78,10,10,7.78,7.78,7.78,7.78,3
"8398",10,10,10,10,10,10,10,10,10,10,3
"8399",4,5,4,6,5,6,6,6,6,4,1
"8400",5,4,5,5,6,5,5,6,5,6,1
"8401",5,5,4,6,4,5,6,4,5,4,1
"8402",5,6,5,5,4,6,6,4,5,4,1
"8403",8.89,10,8.89,7.78,10,10,8.89,10,7.78,10,3
"8404",7.78,7.78,7.78,8.89,8.89,8.89,8.89,8.89,7.78,10,3
"8405",8,7,10,8,8,9,8,8,7,8,3
"8406",7.78,10,8.89,5.56,10,7.78,7.78,7.78,5.56,4.44,3
"8407",4.44,7.78,8.89,7.78,7.78,7.78,8.89,8.89,8.89,8.89,3
"8408",10,10,10,8.89,10,10,10,10,8.89,10,3
"8409",5,5,4,5,6,6,4,5,5,6,1
"8410",8.89,5.56,10,3.33,2.22,2.22,2.22,2.22,1.11,2.22,1
"8411",0,3,4.44,6.67,8.89,8.89,8.89,7.78,7.78,8.89,1
"8412",10,10,8.89,8.89,10,10,8.89,8.89,8.89,10,3
"8413",5.56,6.67,7.78,6.67,8.89,8.89,8.89,7.78,8.89,5.56,3
"8414",4.44,4.44,3.33,3.33,8.89,6.67,8.89,10,7.78,10,1
"8415",10,10,7.78,8.89,10,10,10,10,10,10,3
"8416",5.56,8.89,8.89,7.78,8.89,7.78,8.89,8.89,7.78,7.78,3
"8417",1.11,1.11,4.44,1.11,7.78,1.11,1.11,3.33,4.44,0,2
"8418",4,5,6,4,5,4,4,4,6,5,1
"8419",6.67,10,10,7.78,10,10,10,10,10,10,3
"8420",0,10,7.78,4.44,7.78,7.78,4.44,7.78,4.44,0,1
"8421",7.78,8.89,10,7.78,8.89,8.89,8.89,7.78,8.89,10,3
"8422",6,5,5,4,5,4,4,5,4,5,1
"8423",10,10,10,10,10,10,10,10,10,10,3
"8424",9,9,9,7,8,8,9,10,10,10,3
"8425",7.78,7.78,7.78,6.67,10,7.78,8.89,8.89,8.89,8.89,3
"8426",10,10,10,7.78,10,10,10,10,10,10,3
"8427",8,8,8,9,10,8,8,9,9,8,3
"8428",3,3,3,3,3,3,0,3,1,0,2
"8429",8,7,8,8,9,9,9,8,10,7,3
"8430",4.44,10,4.44,4.44,10,10,10,10,4.44,10,3
"8431",10,10,10,8.89,10,8.89,10,7.78,10,7.78,3
"8432",5.56,10,7.78,4.44,10,7.78,7.78,10,4.44,7.78,3
"8433",10,10,10,7.78,10,10,10,10,10,10,3
"8434",1,1,2,3,1,1,0,2,1,3,2
"8435",1,3,2,3,1,3,2,3,1,2,2
"8436",6.67,6.67,6.67,7.78,10,10,5.56,10,7.78,10,3
"8437",6.67,8.89,10,6.67,7.78,7.78,7.78,6.67,7.78,7.78,3
"8438",9,9,10,8,8,7,8,7,8,8,3
"8439",2.22,6.67,5.56,3.33,7.78,6.67,7.78,7.78,4.44,0,1
"8440",10,10,0,10,10,10,10,10,10,10,3
"8441",6.67,4.44,4.44,4.44,10,7.78,7.78,7.78,7.78,0,1
"8442",10,10,10,8.89,10,10,10,8.89,10,10,3
"8443",4.44,4.44,4.44,4.44,2.22,7.78,4.44,2.22,7.78,7.78,1
"8444",7.78,5.56,7.78,10,10,10,10,10,10,10,3
"8445",8.89,10,10,4.44,8.89,8.89,7.78,8.89,7.78,6.67,3
"8446",7.78,10,10,6.67,10,10,10,10,10,10,3
"8447",10,10,10,10,10,10,10,10,10,10,3
"8448",10,0,0,10,0,0,0,0,0,0,2
"8449",7,10,7,8,10,7,8,9,8,8,3
"8450",7,10,10,7,10,9,9,8,7,10,3
"8451",10,10,7.78,10,10,10,10,8.89,10,10,3
"8452",10,10,10,10,10,5.56,0,10,10,0,3
"8453",2,0,2,2,1,2,2,3,3,1,2
"8454",10,10,8.89,8.89,10,10,8.89,8.89,7.78,10,3
"8455",9,9,9,10,9,10,10,8,7,9,3
"8456",1,1,0,1,0,0,3,0,0,1,2
"8457",6,6,5,4,6,4,6,6,5,4,1
"8458",7,8,10,7,8,8,7,9,9,9,3
"8459",7.78,10,10,10,10,10,7.78,10,7.78,7.78,3
"8460",7.78,8.89,10,5.56,10,8.89,7.78,6.67,7.78,2.22,3
"8461",10,10,10,3.33,7.78,10,8.89,5.56,1.11,7.78,3
"8462",4.44,10,7.78,4.44,10,10,10,10,7.78,10,3
"8463",10,10,10,10,10,10,10,10,10,10,3
"8464",6.67,7.78,10,7.78,10,10,7.78,7.78,8.89,8.89,3
"8465",5,6,4,4,6,6,4,4,5,5,1
"8466",0,10,4.44,0,10,4.44,0,4.44,4.44,0,1
"8467",5.56,8.89,6.67,5.56,8.89,6.67,6.67,6.67,7.78,6.67,1
"8468",8.89,8.89,8.89,7.78,7.78,7.78,7.78,8.89,7.78,10,3
"8469",7.78,10,8.89,4.44,10,8.89,8.89,8.89,10,7.78,3
"8470",6,4,4,4,6,5,4,4,4,5,1
"8471",6,5,4,4,4,6,4,6,6,5,1
"8472",10,10,0,10,10,10,10,10,10,10,3
"8473",4,4,4,4,4,6,5,5,6,6,1
"8474",10,10,10,8.89,10,10,10,10,8.89,8.89,3
"8475",6.67,7.78,8.89,10,10,10,10,8.89,8.89,8.89,3
"8476",10,8.89,10,10,10,10,10,10,10,10,3
"8477",10,9,8,10,8,7,10,9,7,7,3
"8478",5,5,4,4,6,4,6,6,6,4,1
"8479",10,10,7.78,0,10,2.22,4.44,4.44,3.33,0,1
"8480",7.78,10,8.89,5.56,8.89,8.89,8.89,7.78,5.56,0,1
"8481",6.67,7.78,10,4.44,10,10,8.89,8.89,7.78,7.78,3
"8482",4.44,4.44,2.22,2.22,6.67,6.67,6.67,5.56,6.67,10,1
"8483",10,10,10,10,10,10,10,10,10,10,3
"8484",8.89,8.89,7.78,8.89,7.78,6.67,4.44,6.67,6.67,6.67,3
"8485",6.67,7.78,10,7.78,6.67,10,10,7.78,7.78,4.44,3
"8486",10,10,3.33,10,10,10,10,10,10,10,3
"8487",8,8,8,10,7,10,8,8,9,8,3
"8488",7.78,7.78,7.78,4.44,7.78,7.78,4.44,7.78,7.78,7.78,1
"8489",7,7,9,8,10,7,9,10,8,10,3
"8490",1.11,4.44,6.67,0,8.89,2.22,6.67,5.56,3.33,10,1
"8491",0,2,0,3,1,3,2,3,1,2,2
"8492",7.78,10,7.78,8.89,10,10,8.89,8.89,8.89,8.89,3
"8493",4.44,8.89,5.56,5.56,10,7.78,7.78,4.44,7.78,7.78,1
"8494",5,4,4,4,4,6,6,5,4,5,1
"8495",4.44,6.67,6.67,4.44,7.78,8.89,7.78,6.67,4.44,7.78,1
"8496",3,3,1,1,0,3,0,2,1,0,2
"8497",2,3,0,3,1,1,0,3,3,3,2
"8498",6.67,10,4.44,6.67,10,10,10,8.89,10,10,3
"8499",10,10,10,10,10,10,10,10,10,10,3
"8500",8.89,6.67,8.89,10,10,10,10,10,7.78,6.67,3
"8501",7.78,10,4.44,10,10,10,4.44,6.67,10,4.44,3
"8502",4.44,8.89,8.89,6.67,10,10,10,10,10,10,3
"8503",10,10,8.89,10,10,10,10,10,10,10,3
"8504",10,10,10,8.89,10,10,10,10,10,10,3
"8505",7.78,10,10,7.78,10,10,10,10,10,10,3
"8506",7.78,0,8.89,7.78,10,8.89,7.78,10,10,10,3
"8507",7,9,9,8,7,10,9,9,9,7,3
"8508",7.78,7.78,4.44,4.44,7.78,7.78,4.44,7.78,7.78,7.78,1
"8509",8.89,10,4.44,2.22,10,7.78,10,4.44,5.56,6.67,1
"8510",7,8,8,10,9,9,8,10,8,7,3
"8511",6.67,10,8.89,5.56,10,8.89,8.89,8.89,10,6.67,3
"8512",7.78,8.89,10,10,2.22,7.78,5.56,4.44,7.78,8.89,3
"8513",7.78,10,7.78,8.89,10,10,10,10,10,8.89,3
"8514",7.78,10,7.78,8.89,7.78,8.89,7.78,10,7.78,10,3
"8515",6,5,4,4,4,5,6,6,4,6,1
"8516",5.56,10,7.78,10,10,10,10,10,10,10,3
"8517",3,2,0,0,1,1,2,0,0,2,2
"8518",6.67,7.78,10,5.56,7.78,3.33,7.78,7.78,5.56,10,3
"8519",10,8.89,10,7.78,10,10,10,10,10,10,3
"8520",10,10,10,10,10,10,10,10,10,10,3
"8521",4.44,6.67,6.67,3.33,8.89,7.78,8.89,8.89,4.44,8.89,1
"8522",3.33,6.67,7.78,7.78,4.44,4.44,5.56,4.44,5.56,3.33,1
"8523",1.11,4.44,4.44,2.22,4.44,4.44,4.44,1.11,4.44,0,2
"8524",0,1,3,1,2,3,0,1,1,2,2
"8525",5.56,10,10,4.44,10,10,0,6.67,6.67,0,1
"8526",6,6,5,4,5,5,5,6,6,4,1
"8527",8.89,10,10,7.78,10,10,8.89,10,8.89,10,3
"8528",7,9,9,7,8,10,8,8,7,8,3
"8529",10,10,10,10,10,8.89,10,10,2.22,10,3
"8530",5.56,4.44,10,6.67,2.22,7.78,7.78,7.78,7.78,4.44,1
"8531",10,10,10,10,10,10,10,10,10,10,3
"8532",6,6,6,4,5,4,5,5,5,5,1
"8533",10,10,10,4.44,10,10,10,10,4.44,10,3
"8534",6.67,7.78,7.78,4.44,8.89,8.89,8.89,6.67,8.89,8.89,3
"8535",10,10,10,7.78,10,8.89,10,10,8.89,10,3
"8536",4,5,4,5,6,5,4,4,5,4,1
"8537",7.78,6.67,10,6.67,10,10,10,10,7.78,10,3
"8538",1,0,2,1,3,3,2,3,2,0,2
"8539",6,4,5,4,5,6,4,6,4,4,1
"8540",3,1,2,3,2,1,2,0,0,1,2
"8541",0,1,0,2,0,3,1,0,3,3,2
"8542",8.89,8.89,10,10,10,8.89,8.89,10,8.89,8.89,3
"8543",8.89,10,10,4.44,10,10,10,10,8.89,10,3
"8544",2.22,10,4.44,0,10,10,8.89,10,7.78,7.78,1
"8545",10,10,7.78,5.56,10,10,8.89,10,10,10,3
"8546",8.89,7.78,7.78,8.89,8.89,8.89,8.89,7.78,8.89,8.89,3
"8547",4.44,10,10,10,10,10,10,10,10,10,3
"8548",10,10,10,10,10,10,10,10,10,10,3
"8549",8.89,10,8.89,4.44,10,10,7.78,10,10,8.89,3
"8550",4.44,3,7.78,3.33,8.89,7.78,10,8.89,10,10,3
"8551",7,8,8,8,9,10,9,7,10,8,3
"8552",1,0,0,1,1,1,3,2,1,1,2
"8553",7.78,8.89,8.89,4.44,5.56,2.22,1.11,1.11,3.33,1.11,1
"8554",6.67,7.78,6.67,6.67,7.78,6.67,7.78,7.78,8.89,7.78,3
"8555",10,10,10,7.78,10,10,10,10,10,10,3
"8556",7.78,10,7.78,7.78,10,10,10,10,10,10,3
"8557",10,10,10,10,10,10,10,10,10,10,3
"8558",0,1,3,0,0,0,0,2,2,1,2
"8559",1,2,0,1,3,3,1,1,2,2,2
"8560",7.78,7.78,7.78,6.67,10,8.89,8.89,8.89,8.89,8.89,3
"8561",2,2,3,3,2,3,0,2,3,1,2
"8562",3.33,4.44,2.22,2.22,7.78,7.78,7.78,7.78,6.67,7.78,1
"8563",7,7,8,9,7,7,9,7,9,9,3
"8564",10,9,8,8,10,7,9,10,7,8,3
"8565",6.67,7.78,7.78,7.78,8.89,7.78,8.89,8.89,8.89,8.89,3
"8566",10,10,10,10,10,10,10,10,10,10,3
"8567",4.44,10,7.78,2.22,10,7.78,10,7.78,10,8.89,3
"8568",4,4,6,5,6,4,6,6,6,4,1
"8569",7.78,10,7.78,10,10,5.56,7.78,10,7.78,10,3
"8570",9,8,8,9,10,10,7,7,9,9,3
"8571",5,4,4,5,6,6,6,6,6,5,1
"8572",10,10,8.89,7.78,10,10,7.78,7.78,7.78,8.89,3
"8573",6.67,10,10,7.78,10,10,10,10,10,10,3
"8574",7.78,7.78,6.67,6.67,10,8.89,8.89,10,10,10,3
"8575",1,0,0,1,0,2,3,2,2,1,2
"8576",8.89,10,4.44,4.44,7.78,3.33,3.33,5.56,8.89,7.78,1
"8577",10,10,10,10,10,10,10,10,10,7.78,3
"8578",6.67,4.44,8.89,7.78,10,8.89,6.67,6.67,7.78,6.67,3
"8579",6,6,5,5,6,4,5,4,6,6,1
"8580",10,10,10,0,10,10,10,10,10,10,3
"8581",7,7,9,7,10,10,7,9,7,7,3
"8582",10,10,7.78,10,10,10,4.44,6.67,10,1.11,3
"8583",7,10,10,9,7,8,9,10,9,8,3
"8584",10,10,10,10,10,10,10,8.89,10,10,3
"8585",1.11,7.78,7.78,8.89,10,8.89,8.89,8.89,8.89,10,3
"8586",6.67,8.89,10,6.67,7.78,7.78,10,10,7.78,10,3
"8587",1,0,3,1,2,0,0,0,0,1,2
"8588",0,2,3,1,2,3,2,0,3,2,2
"8589",7.78,6.67,7.78,4.44,10,7.78,7.78,7.78,6.67,10,3
"8590",7.78,7.78,10,7.78,10,10,10,10,10,7.78,3
"8591",10,10,8.89,7.78,10,10,10,10,8.89,10,3
"8592",3.33,7.78,0,0,4.44,4.44,2.22,4.44,2.22,4.44,2
"8593",10,10,7.78,4.44,7.78,7.78,6.67,4.44,7.78,6.67,3
"8594",10,10,10,10,10,10,10,10,10,4.44,3
"8595",8.89,10,10,7.78,10,10,4.44,10,8.89,0,3
"8596",10,10,10,10,10,10,10,10,10,10,3
"8597",4.44,7.78,7.78,5.56,10,4.44,10,7.78,7.78,7.78,3
"8598",9,10,8,7,9,7,8,9,7,7,3
"8599",7,10,7,10,9,7,8,9,8,10,3
"8600",4.44,8.89,8.89,6.67,8.89,7.78,7.78,8.89,7.78,8.89,3
"8601",5,6,5,6,6,6,5,4,6,6,1
"8602",10,10,7,8,9,10,9,10,9,10,3
"8603",2,3,0,3,0,0,1,0,3,3,2
"8604",3,0,3,0,2,3,3,3,3,0,2
"8605",8.89,8.89,10,6.67,10,8.89,10,10,8.89,10,3
"8606",7,10,7,7,9,7,10,7,8,7,3
"8607",5,5,6,4,6,4,4,6,4,5,1
"8608",6.67,8.89,6.67,5.56,7.78,6.67,7.78,6.67,6.67,6.67,1
"8609",10,10,10,10,10,8.89,10,10,8.89,10,3
"8610",5,5,5,5,4,4,6,5,6,6,1
"8611",7.78,3.33,8.89,10,10,10,6.67,10,8.89,3.33,3
"8612",8.89,8.89,7.78,7.78,10,8.89,7.78,8.89,8.89,10,3
"8613",3.33,7.78,10,10,10,10,7.78,4.44,5.56,7.78,3
"8614",7.78,10,10,4.44,10,10,10,10,10,10,3
"8615",4.44,10,4.44,5.56,7.78,5.56,6.67,4.44,2.22,1.11,1
"8616",0,0,2,1,0,0,0,1,2,1,2
"8617",7.78,8.89,10,7.78,10,10,8.89,10,7.78,10,3
"8618",7.78,10,8.89,6.67,10,8.89,10,8.89,7.78,8.89,3
"8619",1.11,10,10,0,10,0,10,8.89,10,10,1
"8620",8.89,10,10,10,10,10,10,4.44,10,4.44,3
"8621",8.89,10,8.89,7.78,10,8.89,10,10,10,10,3
"8622",10,10,10,10,10,10,10,10,10,10,3
"8623",6.67,7.78,5.56,8.89,10,6.67,5.56,7.78,4.44,8.89,3
"8624",2.22,4.44,4.44,10,4.44,4.44,3.33,1.11,3.33,2.22,1
"8625",10,10,10,10,10,10,10,10,10,10,3
"8626",7.78,7.78,4.44,3.33,10,7.78,7.78,10,8.89,10,3
"8627",4.44,7.78,6.67,10,7.78,10,10,7.78,6.67,4.44,3
"8628",7,8,8,10,9,9,10,7,10,8,3
"8629",8.89,10,10,4.44,10,10,10,10,10,7.78,3
"8630",4.44,4.44,4.44,7.78,7.78,7.78,4.44,4.44,7.78,1.11,1
"8631",8.89,10,8.89,7.78,10,10,7.78,8.89,10,10,3
"8632",7.78,0,10,6.67,8.89,2.22,3.33,5.56,1.11,0,1
"8633",0,1,3,2,3,1,2,0,1,3,2
"8634",7.78,7.78,8.89,6.67,8.89,7.78,8.89,7.78,8.89,8.89,3
"8635",4,5,5,5,5,6,4,6,4,5,1
"8636",4.44,5.56,3.33,4.44,6.67,5.56,6.67,5.56,6.67,5.56,1
"8637",2,0,3,0,2,0,1,2,1,3,2
"8638",10,8.89,8.89,2.22,10,8.89,10,10,10,10,3
"8639",0,7.78,10,4.44,10,8.89,10,8.89,7.78,7.78,3
"8640",5,6,5,4,4,4,5,6,5,4,1
"8641",6.67,6.67,7.78,6.67,7.78,7.78,7.78,6.67,7.78,7.78,3
"8642",3.33,10,7.78,4.44,3.33,4.44,3.33,4.44,3.33,3.33,1
"8643",4.44,4.44,4.44,6.67,6.67,6.67,6.67,6.67,6.67,6.67,1
"8644",8,9,7,8,8,9,10,7,10,7,3
"8645",10,7,9,9,7,8,10,7,9,9,3
"8646",7,7,7,7,8,7,9,10,10,9,3
"8647",10,10,10,6.67,10,10,10,10,7.78,10,3
"8648",3,3,0,1,2,3,2,3,0,0,2
"8649",7.78,10,10,10,10,10,10,10,10,10,3
"8650",0,2.22,10,0,10,0,0,0,0,0,2
"8651",10,8.89,6.67,4.44,10,7.78,4.44,10,4.44,1.11,1
"8652",0,7.78,4.44,4.44,7.78,4.44,2.22,0,4.44,0,1
"8653",7.78,10,10,7.78,10,10,8.89,10,7.78,10,3
"8654",3.33,4.44,6.67,2.22,5.56,7.78,4.44,3.33,0,1.11,1
"8655",2,0,3,2,2,3,1,1,0,0,2
"8656",10,10,10,10,10,10,10,10,10,10,3
"8657",6.67,5.56,4.44,5.56,8.89,7.78,6.67,5.56,6.67,8.89,1
"8658",5,4,5,6,5,6,5,4,4,5,1
"8659",3,1,3,2,3,3,1,3,2,3,2
"8660",6,4,4,4,5,5,5,6,6,4,1
"8661",4,4,6,6,6,4,4,4,5,5,1
"8662",7.78,8.89,8.89,7.78,10,10,10,10,10,10,3
"8663",5,5,5,6,4,4,6,6,5,6,1
"8664",6.67,3,6.67,6.67,8.89,7.78,8.89,7.78,7.78,8.89,3
"8665",0,4.44,6.67,4.44,6.67,6.67,4.44,4.44,0,6.67,1
"8666",7.78,8.89,6.67,7.78,7.78,7.78,7.78,6.67,8.89,6.67,3
"8667",10,10,8.89,8.89,10,10,10,10,10,10,3
"8668",3.33,6.67,5.56,4.44,6.67,5.56,5.56,6.67,4.44,6.67,1
"8669",10,9,7,9,9,10,8,7,8,10,3
"8670",5,5,5,6,6,6,5,5,5,6,1
"8671",5.56,5.56,7.78,7.78,7.78,4.44,2.22,4.44,2.22,4.44,1
"8672",5,6,6,6,6,5,5,5,4,6,1
"8673",2,1,0,2,0,1,1,3,1,1,2
"8674",10,10,10,10,10,10,10,10,10,10,3
"8675",1.11,1.11,2.22,4.44,6.67,2.22,3.33,5.56,2.22,4.44,2
"8676",0,1,0,2,1,2,0,1,3,1,2
"8677",10,10,10,7.78,10,10,10,10,10,10,3
"8678",7.78,10,7.78,10,10,10,10,10,7.78,10,3
"8679",7,7,9,8,7,10,7,9,9,9,3
"8680",0,2,0,2,1,2,0,2,0,3,2
"8681",10,10,10,7.78,8.89,7.78,8.89,8.89,7.78,10,3
"8682",4.44,7.78,10,2.22,10,6.67,5.56,7.78,10,2.22,1
"8683",10,7.78,10,3.33,4.44,10,4.44,5.56,4.44,5.56,1
"8684",4.44,10,10,1.11,8.89,6.67,8.89,8.89,6.67,8.89,3
"8685",8.89,7.78,8.89,6.67,10,7.78,7.78,8.89,7.78,8.89,3
"8686",4,5,6,6,5,6,4,6,6,6,1
"8687",10,10,10,7,10,10,7,9,7,7,3
"8688",8.89,8.89,10,8.89,10,8.89,10,10,10,10,3
"8689",10,0,4.44,0,6.67,1.11,7.78,10,1.11,1.11,1
"8690",5,4,5,6,5,5,4,5,6,5,1
"8691",8.89,8.89,10,8.89,10,10,10,10,8.89,10,3
"8692",8,10,9,10,7,9,10,9,8,9,3
"8693",4.44,5.56,3.33,6.67,7.78,7.78,8.89,7.78,7.78,7.78,1
"8694",10,10,10,7.78,10,10,10,10,7.78,10,3
"8695",8,9,10,7,10,7,8,7,7,8,3
"8696",4,4,6,4,6,4,4,6,4,4,1
"8697",7,9,7,7,7,10,7,9,7,8,3
"8698",4.44,5.56,10,2.22,7.78,5.56,2.22,4.44,5.56,3.33,1
"8699",7.78,10,8.89,10,10,10,10,10,10,10,3
"8700",2.22,7.78,7.78,3.33,8.89,7.78,7.78,7.78,7.78,7.78,1
"8701",8.89,7.78,7.78,4.44,7.78,6.67,6.67,6.67,5.56,5.56,1
"8702",6,5,4,4,5,5,5,4,4,4,1
"8703",10,8.89,10,10,10,10,10,10,10,10,3
"8704",4.44,10,10,6.67,10,10,6.67,10,10,10,3
"8705",3,2,2,3,3,3,2,3,2,2,2
"8706",3.33,7.78,7.78,4.44,10,7.78,6.67,6.67,10,10,3
"8707",10,10,10,10,10,10,10,10,7.78,10,3
"8708",0,0,3,3,0,2,2,1,3,1,2
"8709",6,4,5,4,4,4,4,5,5,6,1
"8710",3,0,0,0,1,1,1,3,1,1,2
"8711",6.67,7.78,8.89,5.56,8.89,7.78,7.78,8.89,7.78,8.89,3
"8712",6,5,6,6,4,5,6,6,4,6,1
"8713",4,4,5,4,5,5,4,6,6,4,1
"8714",6.67,10,4.44,6.67,8.89,8.89,8.89,7.78,7.78,8.89,3
"8715",4.44,8.89,7.78,0,7.78,6.67,4.44,7.78,5.56,6.67,1
"8716",7.78,8.89,8.89,2.22,10,4.44,7.78,7.78,10,10,3
"8717",2,2,1,3,0,1,2,0,3,1,2
"8718",10,8.89,10,5.56,10,6.67,7.78,7.78,7.78,8.89,3
"8719",4.44,5.56,6.67,5.56,8.89,7.78,8.89,10,7.78,10,3
"8720",7.78,3,7.78,5.56,10,10,8.89,6.67,7.78,8.89,3
"8721",1.11,4.44,5.56,8.89,7.78,8.89,7.78,7.78,5.56,3.33,1
"8722",2.22,4.44,4.44,4.44,10,7.78,7.78,7.78,7.78,6.67,1
"8723",0,1,1,3,0,0,0,2,2,0,2
"8724",3.33,7.78,7.78,4.44,10,3.33,6.67,7.78,4.44,0,1
"8725",6.67,7.78,6.67,7.78,8.89,7.78,7.78,8.89,8.89,6.67,3
"8726",3.33,5.56,5.56,10,7.78,7.78,10,7.78,6.67,5.56,1
"8727",7.78,2.22,4.44,0,10,3.33,8.89,7.78,1.11,4.44,1
"8728",5,5,6,6,6,6,6,4,5,4,1
"8729",10,10,8,7,8,10,10,7,10,9,3
"8730",5,4,4,5,6,4,4,4,6,6,1
"8731",6.67,6.67,6.67,6.67,7.78,6.67,6.67,7.78,7.78,7.78,3
"8732",7.78,10,4.44,7.78,7.78,7.78,7.78,7.78,7.78,8.89,3
"8733",3,2,1,0,3,3,2,1,3,1,2
"8734",0,4.44,0,0,6.67,1.11,4.44,4.44,0,0,2
"8735",1.11,2.22,2.22,4.44,7.78,4.44,5.56,7.78,7.78,7.78,1
"8736",6,5,5,4,4,5,4,6,6,5,1
"8737",10,10,10,10,10,10,7.78,10,7.78,10,3
"8738",4,5,6,5,6,6,6,6,5,6,1
"8739",5.56,5.56,6.67,4.44,10,7.78,7.78,4.44,7.78,7.78,1
"8740",4.44,4.44,6.67,0,8.89,4.44,2.22,5.56,6.67,3.33,1
"8741",10,7,8,9,8,7,9,8,7,7,3
"8742",4.44,7.78,7.78,1.11,10,8.89,8.89,7.78,8.89,10,3
"8743",9,9,7,9,10,9,8,7,7,9,3
"8744",5.56,10,8.89,7.78,3.33,3.33,1.11,2.22,5.56,2.22,1
"8745",4.44,7.78,5.56,8.89,10,10,6.67,10,7.78,5.56,3
"8746",7.78,7.78,7.78,7.78,10,10,10,10,10,10,3
"8747",3.33,10,10,5.56,10,6.67,4.44,5.56,8.89,7.78,3
"8748",7,7,10,9,8,8,9,10,10,10,3
"8749",1,3,0,0,0,3,0,3,3,3,2
"8750",3.33,6.67,3.33,1.11,10,8.89,4.44,10,4.44,4.44,1
"8751",8.89,10,7.78,7.78,10,10,10,10,10,10,3
"8752",10,10,7.78,10,10,10,10,10,10,10,3
"8753",10,10,7.78,7.78,7.78,10,10,10,7.78,7.78,3
"8754",10,4.44,6.67,7.78,10,10,10,7.78,6.67,7.78,3
"8755",10,10,10,4.44,10,10,10,10,10,10,3
"8756",7.78,10,7.78,7.78,7.78,7.78,4.44,4.44,10,4.44,1
"8757",1,2,1,2,3,1,1,3,2,1,2
"8758",0,1,2,1,2,2,3,3,0,0,2
"8759",0,7.78,4.44,4.44,4.44,7.78,7.78,7.78,7.78,0,1
"8760",8.89,10,8.89,8.89,10,10,10,10,7.78,10,3
"8761",8.89,7.78,10,10,10,8.89,8.89,10,10,7.78,3
"8762",3.33,4.44,5.56,1.11,3.33,1.11,0,1.11,4.44,0,2
"8763",10,10,10,7.78,10,8.89,10,10,10,10,3
"8764",3,1,0,0,3,3,3,0,3,0,2
"8765",10,10,10,10,10,10,10,10,10,10,3
"8766",4,4,5,4,4,6,5,5,5,6,1
"8767",10,9,8,8,10,9,8,9,8,8,3
"8768",7,8,10,7,10,8,8,10,8,10,3
"8769",5,5,6,5,5,5,4,5,6,5,1
"8770",7.78,10,10,7.78,8.89,8.89,7.78,7.78,7.78,7.78,3
"8771",4.44,8.89,10,1.11,10,10,10,6.67,4.44,4.44,1
"8772",5,6,4,4,5,4,6,5,6,6,1
"8773",1.11,10,6.67,0,4.44,0,0,3.33,6.67,0,2
"8774",10,10,10,6.67,10,10,10,10,10,10,3
"8775",4.44,8.89,8.89,5.56,10,10,8.89,10,7.78,10,3
